abstract_text,authors,authors_orgn,download,journal,key,keywords,page,refer_key,title,url,year
"油藏进入高含水开发期以后,主力油层基本上水淹,由于构造、储层非均质性和井况影响形成的剩余油分布零散。针对高含水期多油层油藏的特点,在细分流动单元的基础上,对微构造、储层沉积微相、储层物性和非均质性进行了研究,并建立油藏三维可视化地质模型;在油藏精细描述的基础上,对剩余油分布进行定性分析和定量研究,然后根据剩余油分布特点采取不同的挖潜措施。研究成果应用于矿场生产后取得了良好的效果。 ",姜秀萍|李卫兵|崔秀敏|毛立华,中原油田分公司勘探开发科学研究院|中原油田分公司勘探开发科学研究院 河南濮阳457001,266,石油天然气学报,c72d9d4c-8415-11e8-be45-408d5c0cc128,油藏精细描述|流动单元|微构造|沉积微相|地质模型|高含水|剩余油挖潜,5,bc1d2010-8415-11e8-ab01-408d5c0cc128,濮城油田沙二下亚段油藏精细描述与剩余油挖潜研究,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:TZCZ.0.2008-06-008,2007
"文西断裂带发育4条主控断层,控制着该区的构造格局,同时也是油气运移的主要通道。通过对断裂主要参数的计算,对断裂特征进行定量评价,分析其活动性,加深了对该区构造的认识。文西断裂带东西两侧分别靠近前梨园洼陷和海通集生油洼陷,为文西断裂带圈闭成藏提供了有利的油气来源研究表明,东濮凹陷构造运动时期与油气大规模运移时期相匹配,成熟的油气可以通过活动的断层进入圈闭。 ",颜世永|李月|周瑶琪,中国石油大学|中国石油大学 山东东营257061,117,特种油气藏,c9379652-8415-11e8-9074-408d5c0cc128,文西断裂带|构造|断层|油气运移|定量评价|东濮凹陷,6,bc1d2010-8415-11e8-ab01-408d5c0cc128,文西断裂带构造特征与油气运聚关系,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:TZCZ.0.2008-06-008,2006
"在储层微型构造成因及类型分析的基础上,应用二次趋势面剩余分析方法对储层微型构造进行研究,并对储层微型构造与剩余油分布关系进行分析认为,正向微型构造区为剩余油相对富集区,负向微型构造区为相对高含水区,对油田今后调整挖潜具有重要指导意义。 ",郭新,中油大庆油田有限责任公司 黑龙江大庆163514,133,特种油气藏,cab012da-8415-11e8-bf99-408d5c0cc128,储层微型构造|二次趋势面分析|剩余油分布|三肇地区,4,bc1d2010-8415-11e8-ab01-408d5c0cc128,复杂岩性油藏储层微型构造研究,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:TZCZ.0.2008-06-008,2006
"随着油气勘探开发工作不断深入,断裂系统复杂的小断块油藏已成为油田增储上产的研究对象。如何有效利用三维地震资料,准确发现和落实复杂断块构造是油气勘探工作中的重要环节。本文针对传统的复杂断块构造精细解释工作存在的问题,以三维可视化为基础,结合方差体技术,提出开展复杂断块构造精细解释的方法与流程。此方法在潜江凹陷应用中,取得良好效果。 ",郁飞,长江大学 湖北荆州　434023,226,江汉石油职工大学学报,cc2bd1d4-8415-11e8-b286-408d5c0cc128,断块油气藏|三维地震解释|三维可视化|方差体,2,bc1d2010-8415-11e8-ab01-408d5c0cc128,复杂断块油藏精细构造解释和应用效果,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:TZCZ.0.2008-06-008,2004
"进入勘探开发成熟期的东营凹陷中央隆起带,具有典型的复式地堑型构造样式,必须应用各种地震地质技术进行精细的油藏描述,才能继续挖掘该地区的生产潜力。通过对复杂断块基本特征的分析,结合典型实例,对其构造、储层、油藏特征等精细油藏描述的具体做法和效果进行了分析和归纳,并着重对构造描述流程、地震地质分析及构造控制下岩性油藏描述等几个方面进行深入研究,提出了复杂断块油藏描述工作的几个方向。 ",于正军|路慎强|潘兴祥,中石化胜利油田股份有限公司|中石化胜利油田股份有限公司 山东 东营 257100,325,特种油气藏,cdc00618-8415-11e8-a4e9-408d5c0cc128,复杂油气藏|断块油气藏|精细描述|效果分析|东营凹陷,5,bc1d2010-8415-11e8-ab01-408d5c0cc128,复杂断块油藏精细描述技术——以东营凹陷中央隆起带为例,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:TZCZ.0.2008-06-008,2003
运用矿床成矿系列的学术思想，分析文卫结合部的构造形态、断层组合、储层物性及流体性质等地质特征，提出了文（卫）断层是本区构造活动的主动力，同时也是油气聚集成矿的主控断层；探讨构造与成藏（矿）的配置关系，解决了圈闭成因、砂体指向、油气运移等技术难题。依据实际资料，指出新卫12井所在背科构造为古低分高构造，不应单以该井作判断本地区沙三段油气丰度的依据。明确本区经历两期油气运移，说明部分井有良好钻井显示而无工业产能的原因。同沉积断层附近盐韵律相变快，砂体最发育。运用构造-成藏（矿）理论论证卫西断阶带为尚未被探井钻遇的储油气构造。油气成藏（矿）系列的形成及其聚集特性，取决于该成藏（矿）系列形成时所在地质构造单元的特殊性。 ,张建军|时爱红|蒋振武|刘国宏,中原石油勘探局勘探开发科学研究院!河南省濮阳市457001|中原石油勘探局计算中心|中原石油勘探局工程监督中心,32,断块油气田,cf48f9a8-8415-11e8-9524-408d5c0cc128,文留|卫城|连接|构造|成矿作用|演化,6,bc1d2010-8415-11e8-ab01-408d5c0cc128,文卫结合部构造-成藏(矿)旋回与演化,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:TZCZ.0.2008-06-008,1998
"海坨子油田属于特低渗透裂缝性油藏,其开发实践表明:微裂缝为流体渗流的主要通道,能否准确描述储层中裂缝分布形态,直接关系到油藏开发效果。本文以钻井取心资料、成像测井资料及铸体薄片分析资料为基础,对海坨子油田储层中微裂缝的形成机理、形态及产状特征进行了研究,得到了裂缝描述的详细参数,并形成了一套适用于该类型油藏微裂缝系统描述及有效识别的方法。以此为基础,利用随机建模的方法,建立了海坨子油田海21-4试验区微裂缝的分布DFN模型,预测了裂缝的分布密度、分布方位及裂缝大小,为油藏数值模拟双重介质模型的建立提供了基础。 ",王金凯|张金亮|谢俊,山东科技大学地质科学与工程学院|北京师范大学资源学院,178,中国海洋大学学报(自然科学版),d22b6600-8415-11e8-8a9a-408d5c0cc128,海坨子|特低渗透|裂缝建模|成像测井,4,,松辽盆地南部海坨子油田特低渗透储层裂缝识别及预测模型,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2014-06-012,2014
"通过岩心观察和测井曲线分析确定岩石、岩相类型,结合测井相、骨架剖面微相及地震微相分析,对扶余油层4个砂层组的沉积微相展布及演化规律进行系统的研究。结果表明:扶余油层为曲流河、曲流河三角洲沉积体系,主要发育河床滞留沉积、点砂坝、河漫滩、水下分流河道与河口砂坝等沉积微相,其中曲流河道和水下分流河道砂体较发育,为物性较好的储集相带;伴随湖侵水体逐渐加深,河道逐渐由条带到开阔,砂体由零星到连片分布,河道弯曲逐渐萎缩,沉积相带由河流相过渡到河湖交互相。 ",陆道林|狄帮让|李向阳|王世瑞|王树平,中国石油大学油气资源与探测国家重点实验室|CNPC物探重点实验室|中国石油大学地球物理与信息工程学院|河北涿州腾龙瑞邦能源科技开发有限公司|吉林油田公司物探院,373,中国石油大学学报(自然科学版),d53ac1b4-8415-11e8-a5be-408d5c0cc128,石油地质|沉积学|岩性|扶余油层|沉积微相|测井相|地震微相分析,6,d22b6600-8415-11e8-8a9a-408d5c0cc128,松辽盆地南部乾安北地区扶余油层沉积微相分析,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2014-06-012,2011
"基岩油气藏裂缝性储层具有复杂的储集空间和储层非均质性,为了实现对基岩油气藏的储层精细评价和裂缝预测,以岩心分析资料为基础,将常规测井、成像测井、地震资料与地质理论相结合,对研究区的7口井进行了裂缝及孔洞分析、现今地应力与裂缝有效性分析和储层裂缝定量评价,综合预测了裂缝发育带。分析结果表明,研究区古生界变质岩地层中基本以基岩内幕油气藏为主;现今最大水平主应力方向主要呈北东—南西向和北东东—南西西向;裂缝的主要走向与古潜山主断层走向大致平行,属纵裂缝;裂缝主要发育在东西两侧靠近断层、近源的构造陡坡上的硬脆性变质岩段。此解释结果与试油资料、地质情况吻合较好。 ",牛虎林|胡欣|徐志强|王立|刘运备,中国石油长城钻探工程有限公司|中国石油天然气勘探开发公司|中国石油东方地球物理公司研究院,1150,石油学报,d7575094-8415-11e8-b384-408d5c0cc128,基岩油藏|裂缝|成像测井|储层非均质性|储层评价|储层预测,6,d22b6600-8415-11e8-8a9a-408d5c0cc128,基岩油气藏裂缝性储层的成像测井评价及裂缝预测,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2014-06-012,2010
"应用高分辨率层序地层学理论及方法,对松辽盆地南部海坨子地区进行了精细的地层对比,划分出1个长期基准面旋回、4个中期基准面旋回和9个短期基准面旋回,建立了海坨子地区高分辨率层序地层对比格架。综合利用岩心、录井、测井和各类化验分析资料对该区沉积环境进行研究,认为该区为三角洲前缘亚相带。在层序划分和对比的基础上,对其沉积微相的剖面、平面展布及有利层段行了分析,指出该区油层主要分布于分流河道和河口坝微相。 ",彭学红|何贞铭,油气资源与勘探技术教育部重点实验室(长江大学)|长江大学地球科学学院,275,石油天然气学报,d920dc3a-8415-11e8-8e8c-408d5c0cc128,海坨子地区|高分辨率层序地层学|基准面旋回|沉积特征,5,d22b6600-8415-11e8-8a9a-408d5c0cc128,松辽盆地南部海坨子地区高分辨率层序地层划分及沉积特征研究,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2014-06-012,2008
"对岩心分析与成像测井资料进行了对比研究,通过裂缝识别和参数定量计算,建立起应用成像测井资料进行地应力分析的方法。并通过该方法确定了准噶尔盆地二叠系地层的水平地应力方向。对后期水平应力对高角度缝的改造作用的研究表明,后期最大水平地应力的方向为近东—西向,与裂缝的走向一致。后期水平应力对高角度裂缝有改造作用。当高角度缝的走向与最大水平主应力的方向一致时,后期水平应力对原生裂缝有保持作用;反之,具有破坏和闭合作用。 ",黄继新|彭仕宓|王小军|肖昆,中国石油大学资源与信息学院|新疆石油管理局勘探开发研究院|中海石油(中国)有限公司天津分公司 北京102249|中海石油研究中心北京100027|新疆克拉玛依834000|天津300452,1684,石油学报,dcc63c06-8415-11e8-b33a-408d5c0cc128,成像测井|裂缝识别|裂缝参数计算|水平应力|地应力,5,d22b6600-8415-11e8-8a9a-408d5c0cc128,成像测井资料在裂缝和地应力研究中的应用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2014-06-012,2006
"应用岩心裂缝描述和野外露头区裂缝调查资料,对准噶尔盆地柴窝堡凹陷柴窝堡背斜低孔隙低渗透性储层构造裂缝的组系与产状、裂缝的性质、裂缝的发育程度及其控制因素进行了分析研究。结果表明,柴窝堡背斜储层主要发育有4组构造裂缝,分别为NW向(310°~330°)、近EW向(270°~280°)和NE向(40°~60°)的3组裂缝以及NW向(320°±10°)和NWW向(280°±10°)的1组共轭剪切裂缝。其中以NW向和近EW向裂缝为主,这些裂缝中又以高角度的剪切裂缝为主。裂缝的发育和分布受控于构造应力、褶皱、断层、岩相(岩性)及岩层厚度等因素。 ",周进松|童小兰|冯永宏,江汉油田勘探开发研究院|江汉油田勘探开发研究院 湖北潜江433124|中国地质大学北京100083,342,石油学报,dea741f4-8415-11e8-a1ab-408d5c0cc128,准噶尔盆地|柴窝堡凹陷|背斜构造|储层裂缝|控制因素,4,d22b6600-8415-11e8-8a9a-408d5c0cc128,柴窝堡背斜储层构造裂缝发育特征及控制因素,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2014-06-012,2006
"利用数学形态学中的腐蚀和膨胀技术以及图像识别的方法实现了对简单地层裂缝信息的自动识别。数学形态学是以随机集论、积分几何、拓扑学、近代代数为基础的用于数字图像处理和识别的学科。大部分形态学运算都定义在腐蚀和膨胀的基本运算的基础上 ,通过运算处理达到改善图像质量、描述和定义图像的各种几何参数和特征如面积、周长、连通性、颗粒度、骨架和方向性等目的。 CNPC测井项目组利用上述方法开发的成像测井解释系统软件支持斯伦贝谢、阿特拉斯、哈里伯顿以及多种国产成像测井仪器 ,具有一定的抗噪能力 ,应用效果良好。 ",秦巍|陈秀峰,石油大学石油勘探数据中心|大港油田地质研究院,589,测井技术,e0be54e6-8415-11e8-a267-408d5c0cc128,成像测井|图像处理|测井解释|裂缝识别,7,d22b6600-8415-11e8-8a9a-408d5c0cc128,成像测井井壁图像裂缝自动识别,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2014-06-012,2001
"近年来,x-CT 技术在石油地质及开发研究中的应用日益普及。本文通过对安山岩裂缝型岩心的实验研究,论述了如何利用 CT 值的变化描述含裂缝岩心中的裂缝体系,提出了利用 CT 值计算含裂缝岩心的裂缝参数和不同类型孔隙度的方法。 ",陈毅华|赵德明,大港石油管理局地质勘探开发研究院|大港石油管理局职工总医院,173,石油勘探与开发,e23da828-8415-11e8-9198-408d5c0cc128,岩心|裂缝|裂缝孔隙|计算方法|[x-CT技术]|[裂缝参数],5,d22b6600-8415-11e8-8a9a-408d5c0cc128,利用x-CT技术计算岩心的裂缝参数,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2014-06-012,1990
"通过岩心观察和测井曲线分析确定岩石、岩相类型,结合测井相、骨架剖面微相及地震微相分析,对扶余油层4个砂层组的沉积微相展布及演化规律进行系统的研究。结果表明:扶余油层为曲流河、曲流河三角洲沉积体系,主要发育河床滞留沉积、点砂坝、河漫滩、水下分流河道与河口砂坝等沉积微相,其中曲流河道和水下分流河道砂体较发育,为物性较好的储集相带;伴随湖侵水体逐渐加深,河道逐渐由条带到开阔,砂体由零星到连片分布,河道弯曲逐渐萎缩,沉积相带由河流相过渡到河湖交互相。 ",陆道林|狄帮让|李向阳|王世瑞|王树平,中国石油大学油气资源与探测国家重点实验室|CNPC物探重点实验室|中国石油大学地球物理与信息工程学院|河北涿州腾龙瑞邦能源科技开发有限公司|吉林油田公司物探院,373,中国石油大学学报(自然科学版),e52fd67a-8415-11e8-b2cc-408d5c0cc128,石油地质|沉积学|岩性|扶余油层|沉积微相|测井相|地震微相分析,6,d22b6600-8415-11e8-8a9a-408d5c0cc128,松辽盆地南部乾安北地区扶余油层沉积微相分析,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2014-06-012,2011
"基岩油气藏裂缝性储层具有复杂的储集空间和储层非均质性,为了实现对基岩油气藏的储层精细评价和裂缝预测,以岩心分析资料为基础,将常规测井、成像测井、地震资料与地质理论相结合,对研究区的7口井进行了裂缝及孔洞分析、现今地应力与裂缝有效性分析和储层裂缝定量评价,综合预测了裂缝发育带。分析结果表明,研究区古生界变质岩地层中基本以基岩内幕油气藏为主;现今最大水平主应力方向主要呈北东—南西向和北东东—南西西向;裂缝的主要走向与古潜山主断层走向大致平行,属纵裂缝;裂缝主要发育在东西两侧靠近断层、近源的构造陡坡上的硬脆性变质岩段。此解释结果与试油资料、地质情况吻合较好。 ",牛虎林|胡欣|徐志强|王立|刘运备,中国石油长城钻探工程有限公司|中国石油天然气勘探开发公司|中国石油东方地球物理公司研究院,1150,石油学报,e70fb954-8415-11e8-9276-408d5c0cc128,基岩油藏|裂缝|成像测井|储层非均质性|储层评价|储层预测,6,d22b6600-8415-11e8-8a9a-408d5c0cc128,基岩油气藏裂缝性储层的成像测井评价及裂缝预测,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2014-06-012,2010
"应用高分辨率层序地层学理论及方法,对松辽盆地南部海坨子地区进行了精细的地层对比,划分出1个长期基准面旋回、4个中期基准面旋回和9个短期基准面旋回,建立了海坨子地区高分辨率层序地层对比格架。综合利用岩心、录井、测井和各类化验分析资料对该区沉积环境进行研究,认为该区为三角洲前缘亚相带。在层序划分和对比的基础上,对其沉积微相的剖面、平面展布及有利层段行了分析,指出该区油层主要分布于分流河道和河口坝微相。 ",彭学红|何贞铭,油气资源与勘探技术教育部重点实验室(长江大学)|长江大学地球科学学院,275,石油天然气学报,e8c15d80-8415-11e8-990a-408d5c0cc128,海坨子地区|高分辨率层序地层学|基准面旋回|沉积特征,5,d22b6600-8415-11e8-8a9a-408d5c0cc128,松辽盆地南部海坨子地区高分辨率层序地层划分及沉积特征研究,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2014-06-012,2008
"对岩心分析与成像测井资料进行了对比研究,通过裂缝识别和参数定量计算,建立起应用成像测井资料进行地应力分析的方法。并通过该方法确定了准噶尔盆地二叠系地层的水平地应力方向。对后期水平应力对高角度缝的改造作用的研究表明,后期最大水平地应力的方向为近东—西向,与裂缝的走向一致。后期水平应力对高角度裂缝有改造作用。当高角度缝的走向与最大水平主应力的方向一致时,后期水平应力对原生裂缝有保持作用;反之,具有破坏和闭合作用。 ",黄继新|彭仕宓|王小军|肖昆,中国石油大学资源与信息学院|新疆石油管理局勘探开发研究院|中海石油(中国)有限公司天津分公司 北京102249|中海石油研究中心北京100027|新疆克拉玛依834000|天津300452,1684,石油学报,eaba6952-8415-11e8-bd7a-408d5c0cc128,成像测井|裂缝识别|裂缝参数计算|水平应力|地应力,5,d22b6600-8415-11e8-8a9a-408d5c0cc128,成像测井资料在裂缝和地应力研究中的应用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2014-06-012,2006
"应用岩心裂缝描述和野外露头区裂缝调查资料,对准噶尔盆地柴窝堡凹陷柴窝堡背斜低孔隙低渗透性储层构造裂缝的组系与产状、裂缝的性质、裂缝的发育程度及其控制因素进行了分析研究。结果表明,柴窝堡背斜储层主要发育有4组构造裂缝,分别为NW向(310°~330°)、近EW向(270°~280°)和NE向(40°~60°)的3组裂缝以及NW向(320°±10°)和NWW向(280°±10°)的1组共轭剪切裂缝。其中以NW向和近EW向裂缝为主,这些裂缝中又以高角度的剪切裂缝为主。裂缝的发育和分布受控于构造应力、褶皱、断层、岩相(岩性)及岩层厚度等因素。 ",周进松|童小兰|冯永宏,江汉油田勘探开发研究院|江汉油田勘探开发研究院 湖北潜江433124|中国地质大学北京100083,342,石油学报,ec801464-8415-11e8-a025-408d5c0cc128,准噶尔盆地|柴窝堡凹陷|背斜构造|储层裂缝|控制因素,4,d22b6600-8415-11e8-8a9a-408d5c0cc128,柴窝堡背斜储层构造裂缝发育特征及控制因素,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2014-06-012,2006
"近年来,x-CT 技术在石油地质及开发研究中的应用日益普及。本文通过对安山岩裂缝型岩心的实验研究,论述了如何利用 CT 值的变化描述含裂缝岩心中的裂缝体系,提出了利用 CT 值计算含裂缝岩心的裂缝参数和不同类型孔隙度的方法。 ",陈毅华|赵德明,大港石油管理局地质勘探开发研究院|大港石油管理局职工总医院,173,石油勘探与开发,ee017550-8415-11e8-af5c-408d5c0cc128,岩心|裂缝|裂缝孔隙|计算方法|[x-CT技术]|[裂缝参数],5,d22b6600-8415-11e8-8a9a-408d5c0cc128,利用x-CT技术计算岩心的裂缝参数,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2014-06-012,1990
"松辽盆地长岭凹陷中部上白垩统储层砂岩主要类型为岩屑长石砂岩,经历的成岩作用主要有以机械压实为主的压实作用,碳酸盐、粘土矿物、硅酸盐及硅质胶结为主的胶结作用,以长石、岩屑等不稳定组分溶解为主的溶蚀作用和局部发育的交代作用。研究区储层孔隙类型以粒间孔隙、粒内溶孔和铸模孔为主,其中粒间孔隙最为发育。储层砂岩成岩演化阶段处于早成岩B期—中成岩B期,主要为中成岩A期。结合沉积相和成岩作用特征,深入探讨了适合本区的成岩相的划分方案,划分的主要成岩相类型为压实成岩相、碳酸盐胶结相、不稳定组分溶蚀相、硅质胶结相和钠长石成岩相,成岩相决定储层的性能,不稳定组分溶蚀相和钠长石成岩相构成了本区的有利成岩相带。 ",张鹏辉|张金亮|董紫睿|李德勇|任伟伟|罗忠琴,北京师范大学资源学院|斯伦贝谢中国公司成都基地|中国海洋大学海洋地球科学学院,280,矿物岩石,f162cf06-8415-11e8-b530-408d5c0cc128,松辽盆地|长岭凹陷中部|上白垩统|成岩作用|成岩相,8,,松辽盆地长岭凹陷中部上白垩统砂岩成岩作用及成岩相带,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:KWYS.0.2012-04-012,2012
"运用沉积及成藏理论对四川盆地西部地区须家河组砂岩的岩石类型、成岩作用及其成藏时间研究表明:砂岩储层的主要成岩作用有压实和压溶作用、胶结作用、溶蚀作用、破裂作用以及自生矿物的沉淀作用。压实作用是砂岩粒间孔隙减少的主要因素,然而,方解石的强烈胶结作用以及石英的次生加大作用是造成须家河组砂岩储层致密的关键因素。方解石胶结物和石英次生加大包裹体的温度测定表明方解石胶结物主要发育在100℃～140℃之间,石英次生加大主要发生在80℃～126℃之间,在此温度区间,有机质演化已到了成熟期,并在60℃～80℃之间就开始发生运移,因此,砂岩储层的致密时间晚于天然气的生成和运移时间,砂岩储层的致密时间应该在燕山构造活动期,大约在1.5×108a左右。 ",张哨楠,油气藏地质及开发工程国家重点实验室(成都理工大学)|成都理工大学能源学院,715,矿物岩石,f545362e-8415-11e8-b615-408d5c0cc128,成岩作用|致密时间|砂岩储层|四川盆地西部|须家河组,6,f162cf06-8415-11e8-b530-408d5c0cc128,四川盆地西部须家河组砂岩储层成岩作用及致密时间讨论,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:KWYS.0.2012-04-012,2009
"利用薄片鉴定、扫描电镜、包裹体测温及压汞分析等手段,进行了储层岩石学特征、成岩作用类型、成岩阶段和成岩演化模式研究。研究区储层岩石类型为细粒-粗粒长石岩屑砂岩和岩屑长石砂岩,砂岩经历了机械压实压溶、化学胶结、交代、溶蚀和黏土矿物转化等成岩作用。依据成岩标志,研究区青山口组处于晚成岩期A2--A3亚期。成岩演化模式表明:嫩二、三段沉积时,青一段处于晚成岩A1期,青二、三段处于早成岩B亚期—晚成岩A1亚期;明水期,青山口组整体处于晚成岩A2亚期;古近纪,青一段进入晚成岩A3亚期,青二、三段中上部处于晚成岩A2亚期。 ",郭巍|李成博|苏飞,吉林大学地球科学学院,220,世界地质,f775502e-8415-11e8-a8f8-408d5c0cc128,松辽盆地|青山口组|储层|成岩作用|演化模式,10,f162cf06-8415-11e8-b530-408d5c0cc128,松辽盆地情南—黑帝庙次凹青山口组储层成岩作用研究,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:KWYS.0.2012-04-012,2009
"根据成岩作用和成岩相对储集层发育的控制作用及与储集层分布的关系,探讨成岩相的形成机理、划分方案与评价方法及其在油气勘探中的应用和意义。针对碎屑岩、碳酸盐岩和火山岩等扩容性成岩相,提出了有机酸性水溶解作用、白云石化等8种主要成岩作用机理。划分出9类扩容性成岩相和7类致密化成岩相,提出了反映岩性、成岩作用和孔渗性3个层次内容的""孔渗级别+岩石类型+成岩作用类型""的成岩相命名方案。在成岩相勘探评价中,强调根据沉积相、测井相、地震相和岩心薄片等综合定量预测,提出了""四个步骤""、""三图叠合""的评价方法和成图方式,根据不同成岩相类型的分布预测有利储集体、""甜点""、成岩圈闭及油气成藏。指出了成岩相的发展方向及成岩学的设想和思考。图16表6参31 ",邹才能|陶士振|周慧|张响响|何东博|周川闽|王岚|王雪松|李富恒|朱如凯|罗平|袁选俊|徐春春|杨华,中国石油勘探开发研究院|中国石油天然气集团公司|中国石油西南油气田公司|中国石油长庆油田公司,3432,石油勘探与开发,fa0c2dde-8415-11e8-8877-408d5c0cc128,成岩相|成因机理|分类命名|评价方法|油气勘探|成岩学,15,f162cf06-8415-11e8-b530-408d5c0cc128,成岩相的形成、分类与定量评价方法,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:KWYS.0.2012-04-012,2008
"The diagenetic processes of the Tabei sandstones in the Tarim Basin include compaction, cementation (quartz overgrowths, calcite, clay minerals and a minor amount of pyrite), and dissolution of the feldspar and calcite cement. Porosity was reduced by compaction from an assumed original 40% to about 22.1%. Cementation reduced porosity to 26.6%. The Tabei sandstones lost a little more porosity by compaction than by cementation. Quartz cementation, especially syntaxial quartz overgrowth, is a major... ",,,128,Petroleum Science,fbbfb238-8415-11e8-8e8a-408d5c0cc128,,13,f162cf06-8415-11e8-b530-408d5c0cc128,"Diagenesis and Its Effect on Reservoir Quality of Silurian Sandstones,Tabei Area,Tarim Basin,China",http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:KWYS.0.2012-04-012,2007
"大情字井地区位于长岭富油凹陷的中部,呈向斜型构造形态,以青山口组一段为主要目的层发现亿吨级油田。沉积相带研究表明,区内储集层主要发育于通榆-保康三角洲沉积体系,青一段至青三段沉积环境由“深湖型”过渡到“浅湖型”。青一段与青二段沉积环境相似,均发育“深湖型”三角洲前缘亚相砂体,储集体平面展布为多个独立的、顺源窄条带状的河控坝体及水下分流河道微相砂体,且多期次储集体错叠连片分布,为形成大面积岩性油藏提供了条件。岩性油藏综合分析得出,该区青二段具有与青一段相似的相带展布特点,有利于形成自生自储和下生上储型的生储盖组合方式,尚具有5000万t的勘探潜力,是下一步岩性油藏勘探的主要方向。图7表1参12 ",魏兆胜|宋新民|唐振兴|初霞|杨光,中国石油吉林油田公司|中国石油勘探开发研究院|中国石油吉林油田公司 中国地质大学(武汉),590,石油勘探与开发,fdfe897a-8415-11e8-84f0-408d5c0cc128,岩性油藏|深湖型|浅湖型|青山口组|大情字井地区,6,f162cf06-8415-11e8-b530-408d5c0cc128,大情字井地区上白垩统青山口组沉积相与岩性油藏,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:KWYS.0.2012-04-012,2007
"岩石孔隙结构特征是影响储层流体(油、气、水)的储集能力和开采油气资源的主要因素,因此明确储集层岩石的孔隙结构特征是充分发挥油气产能和提高油气采收率的关键。根据岩心分析、铸体薄片和岩石图像分析方法,尤其是运用了激光扫描共聚焦显微镜三维图像分析方法,对大情字井地区白垩系下统青山口组高台子油层低渗透孔隙结构进行了综合研究,重点讨论了孔隙度和渗透率的关系、孔隙结构对渗透率的影响以及影响储层储集性的因素。 ",张大伟|陈发景|程刚,中国地质大学|中国地质大学 北京100083中国石油天然气股份有限公司吉林油田勘探事业部|吉林松原138001,501,石油与天然气地质,ff8d4f5c-8415-11e8-91f3-408d5c0cc128,孔隙结构|图像分析|控制因素|储层评价|低渗透储层|高台子油层|松辽盆地,7,f162cf06-8415-11e8-b530-408d5c0cc128,松辽盆地大情字井地区高台子油层储集层孔隙结构的微观特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:KWYS.0.2012-04-012,2006
